# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1               	smoothSolver	1.00000000e+00	5.65547200e-03	4	9.99999990e-01	5.72176720e-03	4	false	GAMG	1.00000000e+00	7.22997410e-03	8	true
2               	smoothSolver	7.70096700e-01	3.69868220e-03	7	2.19698390e-01	1.84980490e-03	6	false	GAMG	2.37455310e-03	1.43457410e-05	8	true
3               	smoothSolver	1.05582770e-01	6.91874230e-04	6	4.25196480e-02	4.21599020e-04	5	false	GAMG	2.62604370e-02	2.38819670e-04	5	true
4               	smoothSolver	6.48351790e-02	4.50466960e-04	6	4.12998800e-02	2.20967810e-04	6	false	GAMG	1.73592360e-02	8.21737520e-05	5	true
5               	smoothSolver	4.71561740e-02	3.57048430e-04	6	3.70992530e-02	2.18204600e-04	6	false	GAMG	1.36193190e-02	6.85890580e-05	5	true
6               	smoothSolver	3.75558790e-02	2.98915020e-04	6	3.30040970e-02	2.15086270e-04	6	false	GAMG	1.11525410e-02	6.12276010e-05	5	true
7               	smoothSolver	3.11960480e-02	2.57102510e-04	6	3.03791440e-02	2.16231350e-04	6	false	GAMG	9.12187970e-03	9.03053020e-05	4	true
8               	smoothSolver	2.66122230e-02	2.26606650e-04	6	2.87393180e-02	2.17491530e-04	6	false	GAMG	7.49310410e-03	7.26206020e-05	4	true
9               	smoothSolver	2.33909840e-02	2.02858260e-04	6	2.74469460e-02	2.17407090e-04	6	false	GAMG	6.38245620e-03	4.04008040e-05	5	true
10              	smoothSolver	2.08403480e-02	1.83376250e-04	6	2.64551950e-02	2.16189270e-04	6	false	GAMG	5.70092610e-03	3.87706550e-05	5	true
11              	smoothSolver	1.87467860e-02	1.67042210e-04	6	2.55316020e-02	2.13863560e-04	6	false	GAMG	5.25405100e-03	3.82542930e-05	5	true
12              	smoothSolver	1.70352990e-02	1.53413900e-04	6	2.46580300e-02	2.10976600e-04	6	false	GAMG	4.86263090e-03	3.76822730e-05	5	true
13              	smoothSolver	1.56268990e-02	1.41748060e-04	6	2.39138840e-02	2.07646450e-04	6	false	GAMG	4.49056680e-03	3.62715470e-05	5	true
14              	smoothSolver	1.44038070e-02	1.31514370e-04	6	2.32047670e-02	2.03865620e-04	6	false	GAMG	4.15416110e-03	3.40680220e-05	5	true
15              	smoothSolver	1.33321520e-02	1.22470140e-04	6	2.25350660e-02	1.99954690e-04	6	false	GAMG	3.85277120e-03	3.14789780e-05	5	true
16              	smoothSolver	1.23895790e-02	1.14416710e-04	6	2.19069750e-02	1.95859520e-04	6	false	GAMG	3.59087370e-03	2.88968010e-05	5	true
17              	smoothSolver	1.15537350e-02	1.07205080e-04	6	2.13311250e-02	1.91475260e-04	6	false	GAMG	3.38561110e-03	2.64502150e-05	5	true
18              	smoothSolver	1.08521290e-02	1.00794650e-04	6	2.07441670e-02	1.87316460e-04	6	false	GAMG	3.20951930e-03	2.42463860e-05	5	true
19              	smoothSolver	1.02221830e-02	9.50663800e-05	6	2.02452580e-02	1.82777930e-04	6	false	GAMG	3.04428270e-03	2.22566780e-05	5	true
20              	smoothSolver	9.64847540e-03	8.99150580e-05	6	1.97361830e-02	1.78621360e-04	6	false	GAMG	2.90166670e-03	2.04908990e-05	5	true
21              	smoothSolver	9.12293100e-03	8.52411100e-05	6	1.92500600e-02	1.74149220e-04	6	false	GAMG	2.76175960e-03	1.88531140e-05	5	true
