# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1               	smoothSolver	1.00000000e+00	7.47711830e-03	4	9.99999980e-01	8.47540030e-03	4	false	GAMG	1.00000000e+00	9.06338130e-03	11	true
2               	smoothSolver	8.00312360e-01	6.77190360e-03	7	2.35594780e-01	1.65267420e-03	7	false	GAMG	2.17466680e-03	1.93312460e-05	11	true
3               	smoothSolver	1.04229630e-01	5.62554650e-04	7	2.67995800e-02	2.07891290e-04	6	false	GAMG	2.51194010e-02	2.13663160e-04	7	true
4               	smoothSolver	5.85885260e-02	3.23413650e-04	7	2.30246340e-02	1.86515600e-04	6	false	GAMG	1.88445370e-02	1.66397040e-04	5	true
5               	smoothSolver	4.31120180e-02	2.57048790e-04	7	1.98846750e-02	1.76289310e-04	6	false	GAMG	1.23925650e-02	4.45296890e-05	7	true
6               	smoothSolver	3.41849160e-02	2.16966660e-04	7	1.72774230e-02	1.69663130e-04	6	false	GAMG	9.27583730e-03	3.86263050e-05	7	true
7               	smoothSolver	2.86322030e-02	1.88467840e-04	7	1.57072640e-02	7.83721540e-05	7	false	GAMG	7.01861270e-03	3.33116450e-05	7	true
8               	smoothSolver	2.46456800e-02	1.67442610e-04	7	1.45506580e-02	7.74719260e-05	7	false	GAMG	5.52400760e-03	3.07935640e-05	7	true
9               	smoothSolver	2.17261130e-02	1.51128630e-04	7	1.37270350e-02	7.67827510e-05	7	false	GAMG	4.64905090e-03	3.02439520e-05	7	true
10              	smoothSolver	1.94797340e-02	1.37697230e-04	7	1.30190470e-02	7.59562590e-05	7	false	GAMG	4.07741850e-03	3.10263080e-05	7	true
11              	smoothSolver	1.76126090e-02	1.26488220e-04	7	1.24555040e-02	7.53122510e-05	7	false	GAMG	3.71154000e-03	3.16867230e-05	7	true
12              	smoothSolver	1.60546470e-02	1.16958460e-04	7	1.19188520e-02	7.44666160e-05	7	false	GAMG	3.40751720e-03	3.21323820e-05	6	true
13              	smoothSolver	1.48083940e-02	1.08899440e-04	7	1.15074720e-02	7.37633640e-05	7	false	GAMG	3.12957720e-03	2.56805420e-05	6	true
14              	smoothSolver	1.37329470e-02	1.01858300e-04	7	1.11014150e-02	7.30331860e-05	7	false	GAMG	2.89377950e-03	2.15236790e-05	6	true
15              	smoothSolver	1.27916950e-02	9.56618950e-05	7	1.07643180e-02	7.21910940e-05	7	false	GAMG	2.69561330e-03	1.87402010e-05	6	true
16              	smoothSolver	1.19544150e-02	9.02117560e-05	7	1.04544330e-02	7.15280270e-05	7	false	GAMG	2.50924100e-03	1.70048600e-05	6	true
17              	smoothSolver	1.12365830e-02	8.52158840e-05	7	1.01601970e-02	7.07820800e-05	7	false	GAMG	2.34978020e-03	1.57186600e-05	6	true
18              	smoothSolver	1.05954630e-02	8.07663920e-05	7	9.91879860e-03	7.00069480e-05	7	false	GAMG	2.21020230e-03	1.46515700e-05	6	true
19              	smoothSolver	1.00165520e-02	7.67358070e-05	7	9.67309820e-03	6.93348560e-05	7	false	GAMG	2.08975160e-03	1.39030320e-05	6	true
20              	smoothSolver	9.49099180e-03	7.30531420e-05	7	9.45769570e-03	6.85787110e-05	7	false	GAMG	1.97375490e-03	1.33629760e-05	6	true
21              	smoothSolver	9.01238590e-03	6.97323620e-05	7	9.25810080e-03	6.78501700e-05	7	false	GAMG	1.87061110e-03	1.29915250e-05	6	true
22              	smoothSolver	8.58947730e-03	6.66970330e-05	7	9.05499160e-03	6.71635180e-05	7	false	GAMG	1.77892000e-03	1.27574850e-05	6	true
23              	smoothSolver	8.20838000e-03	6.38811910e-05	7	8.88598110e-03	6.64141140e-05	7	false	GAMG	1.69537540e-03	1.26264390e-05	6	true
24              	smoothSolver	7.85567530e-03	6.12981730e-05	7	8.71512080e-03	6.57132720e-05	7	false	GAMG	1.61995040e-03	1.25307390e-05	6	true
25              	smoothSolver	7.52689700e-03	5.89088000e-05	7	8.54565400e-03	6.50189700e-05	7	false	GAMG	1.54936400e-03	1.24526370e-05	6	true
26              	smoothSolver	7.21781810e-03	5.66518190e-05	7	8.40561790e-03	6.42756930e-05	7	false	GAMG	1.48515480e-03	1.23640050e-05	6	true
27              	smoothSolver	6.92784110e-03	5.45252540e-05	7	8.26068810e-03	6.35952460e-05	7	false	GAMG	1.42786910e-03	1.22586060e-05	6	true
28              	smoothSolver	6.65830680e-03	5.25568150e-05	7	8.11775110e-03	6.29063370e-05	7	false	GAMG	1.37490230e-03	1.21194840e-05	6	true
29              	smoothSolver	6.41725760e-03	5.07246150e-05	7	7.99542970e-03	6.21923270e-05	7	false	GAMG	1.32406180e-03	1.19694610e-05	6	true
30              	smoothSolver	6.19059430e-03	4.89963350e-05	7	7.87004860e-03	6.15288010e-05	7	false	GAMG	1.27656980e-03	1.18217100e-05	6	true
31              	smoothSolver	5.97683640e-03	4.73632450e-05	7	7.74699760e-03	6.08613060e-05	7	false	GAMG	1.23567280e-03	1.16726970e-05	6	true
32              	smoothSolver	5.77521610e-03	4.58316410e-05	7	7.63718440e-03	6.01793890e-05	7	false	GAMG	1.19625790e-03	1.15360560e-05	6	true
33              	smoothSolver	5.58460660e-03	4.43989500e-05	7	7.52740250e-03	5.95299260e-05	7	false	GAMG	1.15862940e-03	1.14054880e-05	6	true
34              	smoothSolver	5.40425860e-03	4.30416020e-05	7	7.41973690e-03	5.88943830e-05	7	false	GAMG	1.12218110e-03	7.18400330e-06	7	true
35              	smoothSolver	5.23351160e-03	4.17530580e-05	7	7.31950590e-03	5.82345100e-05	7	false	GAMG	1.08989960e-03	7.09170970e-06	7	true
36              	smoothSolver	5.07167020e-03	4.05284030e-05	7	7.22313500e-03	5.76039430e-05	7	false	GAMG	1.06098390e-03	7.00321100e-06	7	true
37              	smoothSolver	4.92086590e-03	3.93650860e-05	7	7.12755990e-03	5.70113720e-05	7	false	GAMG	1.03314500e-03	6.94416130e-06	7	true
38              	smoothSolver	4.78038880e-03	3.82739470e-05	7	7.03714000e-03	5.63944450e-05	7	false	GAMG	1.00595600e-03	6.91602470e-06	7	true
39              	smoothSolver	4.64608630e-03	3.72339190e-05	7	6.94958790e-03	5.57742920e-05	7	false	GAMG	9.80853730e-04	6.91415300e-06	7	true
40              	smoothSolver	4.51692310e-03	3.62320690e-05	7	6.86303880e-03	5.52163490e-05	7	false	GAMG	9.58282370e-04	6.97736660e-06	7	true
41              	smoothSolver	4.39276910e-03	3.52672550e-05	7	6.78012380e-03	5.46537840e-05	7	false	GAMG	9.36699910e-04	7.11829390e-06	7	true
42              	smoothSolver	4.27394040e-03	3.43437440e-05	7	6.70007410e-03	5.40675080e-05	7	false	GAMG	9.16575990e-04	7.39391070e-06	7	true
43              	smoothSolver	4.16022420e-03	3.34616680e-05	7	6.62026510e-03	5.35108730e-05	7	false	GAMG	8.96361230e-04	7.81657540e-06	7	true
44              	smoothSolver	4.05138720e-03	3.26285890e-05	7	6.54349280e-03	5.29774510e-05	7	false	GAMG	8.77687440e-04	8.40915760e-06	7	true
45              	smoothSolver	3.94712340e-03	3.18306430e-05	7	6.46957080e-03	5.24264330e-05	7	false	GAMG	8.60955200e-04	3.07860960e-06	8	true
46              	smoothSolver	3.84721820e-03	3.10654830e-05	7	6.39660520e-03	5.18661750e-05	7	false	GAMG	8.44843060e-04	3.26545430e-06	8	true
47              	smoothSolver	3.75141530e-03	3.03305920e-05	7	6.32436260e-03	5.13630820e-05	7	false	GAMG	8.28893580e-04	3.42551320e-06	8	true
48              	smoothSolver	3.65944670e-03	2.96238930e-05	7	6.25485310e-03	5.08437870e-05	7	false	GAMG	8.13879550e-04	3.54631170e-06	8	true
49              	smoothSolver	3.57188770e-03	2.89443580e-05	7	6.18655690e-03	5.03024450e-05	7	false	GAMG	7.99619910e-04	3.63860570e-06	8	true
50              	smoothSolver	3.48932230e-03	2.82892130e-05	7	6.11921560e-03	4.97871310e-05	7	false	GAMG	7.86318330e-04	3.75218540e-06	8	true
51              	smoothSolver	3.40981590e-03	2.76583100e-05	7	6.05424580e-03	4.92976380e-05	7	false	GAMG	7.73158170e-04	3.95381490e-06	8	true
52              	smoothSolver	3.33323040e-03	2.70559430e-05	7	5.98979840e-03	4.87891110e-05	7	false	GAMG	7.60304960e-04	4.27083190e-06	8	true
53              	smoothSolver	3.25920520e-03	2.64750410e-05	7	5.92624740e-03	4.82644360e-05	7	false	GAMG	7.48384320e-04	4.63324730e-06	8	true
54              	smoothSolver	3.18772720e-03	2.59138060e-05	7	5.86405910e-03	4.77825980e-05	7	false	GAMG	7.37189180e-04	4.97682090e-06	8	true
