# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1               	smoothSolver	1.00000000e+00	6.26525140e-03	4	9.99999990e-01	5.67725080e-03	4	false	GAMG	1.00000000e+00	7.94496880e-03	15	true
2               	smoothSolver	6.49891420e-01	4.68675500e-03	7	2.07057030e-01	1.09722150e-03	7	false	GAMG	2.12774560e-03	2.06398030e-05	14	true
3               	smoothSolver	6.21940440e-02	5.69371030e-04	6	2.52235880e-02	1.61156250e-04	6	false	GAMG	2.48773060e-02	1.51954830e-04	9	true
4               	smoothSolver	3.27061340e-02	3.10774200e-04	6	2.02866360e-02	1.32590700e-04	6	false	GAMG	2.56767580e-02	2.13120160e-04	5	true
5               	smoothSolver	2.54670530e-02	1.27533430e-04	7	1.76648720e-02	1.26316650e-04	6	false	GAMG	1.69411520e-02	1.34397980e-04	6	true
6               	smoothSolver	2.12582120e-02	1.13521530e-04	7	1.57077730e-02	1.23575200e-04	6	false	GAMG	1.17861330e-02	1.14309700e-04	6	true
7               	smoothSolver	1.84013990e-02	1.02687570e-04	7	1.44080160e-02	1.22517050e-04	6	false	GAMG	8.58773080e-03	7.31167160e-05	7	true
8               	smoothSolver	1.62598400e-02	9.38010460e-05	7	1.35528640e-02	1.22230240e-04	6	false	GAMG	6.74118940e-03	6.23699520e-05	7	true
9               	smoothSolver	1.46821460e-02	8.64621190e-05	7	1.28531330e-02	1.22019690e-04	6	false	GAMG	5.63702620e-03	5.14016310e-05	7	true
10              	smoothSolver	1.33882980e-02	8.03192160e-05	7	1.23345460e-02	1.22007290e-04	6	false	GAMG	4.96922070e-03	4.13093250e-05	7	true
11              	smoothSolver	1.22960930e-02	7.50148060e-05	7	1.18560490e-02	5.75133210e-05	7	false	GAMG	4.45930970e-03	3.69694930e-05	7	true
12              	smoothSolver	1.14016670e-02	7.03670320e-05	7	1.14802740e-02	5.76957260e-05	7	false	GAMG	4.06279850e-03	3.75530740e-05	7	true
13              	smoothSolver	1.06340400e-02	6.62982160e-05	7	1.11259900e-02	5.80085000e-05	7	false	GAMG	3.79694290e-03	2.04250080e-05	8	true
14              	smoothSolver	9.96267790e-03	6.26807690e-05	7	1.08610590e-02	5.82453270e-05	7	false	GAMG	3.58483690e-03	1.81699240e-05	8	true
15              	smoothSolver	9.37142830e-03	5.95392710e-05	7	1.06036920e-02	5.84717540e-05	7	false	GAMG	3.41078380e-03	1.69134440e-05	8	true
16              	smoothSolver	8.85802790e-03	5.66976610e-05	7	1.03797090e-02	5.86577890e-05	7	false	GAMG	3.28760270e-03	1.62578510e-05	8	true
17              	smoothSolver	8.41538190e-03	5.41168700e-05	7	1.01883420e-02	5.87453860e-05	7	false	GAMG	3.17390570e-03	1.61139070e-05	8	true
18              	smoothSolver	8.01553090e-03	5.18218190e-05	7	9.98652320e-03	5.88484370e-05	7	false	GAMG	3.05625960e-03	1.63920080e-05	8	true
19              	smoothSolver	7.64822280e-03	4.96866790e-05	7	9.83445340e-03	5.88711740e-05	7	false	GAMG	2.96897180e-03	1.70697290e-05	8	true
20              	smoothSolver	7.30902310e-03	4.77098230e-05	7	9.67195640e-03	5.88364850e-05	7	false	GAMG	2.89833560e-03	1.81222590e-05	8	true
21              	smoothSolver	6.99911920e-03	4.59300450e-05	7	9.51901410e-03	5.87910100e-05	7	false	GAMG	2.82692610e-03	2.03984130e-05	8	true
22              	smoothSolver	6.72824090e-03	4.42767070e-05	7	9.38730610e-03	5.86772420e-05	7	false	GAMG	2.75655610e-03	2.30362620e-05	8	true
23              	smoothSolver	6.48042620e-03	4.27308670e-05	7	9.24670330e-03	5.85375970e-05	7	false	GAMG	2.70467150e-03	2.36231210e-05	8	true
24              	smoothSolver	6.24913320e-03	4.12937100e-05	7	9.12456140e-03	5.83698650e-05	7	false	GAMG	2.65304900e-03	2.35493470e-05	8	true
25              	smoothSolver	6.03312840e-03	3.99796030e-05	7	9.00532830e-03	5.81490440e-05	7	false	GAMG	2.59710330e-03	2.34630800e-05	8	true
