# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1               	smoothSolver	1.00000000e+00	8.72721780e-03	4	9.99999970e-01	8.93206640e-03	4	false	GAMG	1.00000000e+00	6.51836580e-03	10	true
2               	smoothSolver	8.02987360e-01	7.71556640e-03	7	2.36465160e-01	1.90640530e-03	7	false	GAMG	2.12071640e-03	1.26857910e-05	10	true
3               	smoothSolver	1.04297220e-01	6.43802000e-04	7	2.22447410e-02	2.10244900e-04	6	false	GAMG	2.26926680e-02	1.63911620e-04	5	true
4               	smoothSolver	5.82304780e-02	3.57935110e-04	7	1.78250530e-02	1.62951150e-04	6	false	GAMG	1.66087870e-02	1.24628100e-04	4	true
5               	smoothSolver	4.26598910e-02	2.83195790e-04	7	1.48943790e-02	1.48592310e-04	6	false	GAMG	9.79526410e-03	9.78639190e-05	4	true
6               	smoothSolver	3.36040650e-02	2.37657000e-04	7	1.26765960e-02	6.63713090e-05	7	false	GAMG	6.75189770e-03	3.53714720e-05	5	true
7               	smoothSolver	2.78952770e-02	2.05462360e-04	7	1.12719670e-02	6.32453360e-05	7	false	GAMG	4.92749230e-03	2.60084600e-05	5	true
8               	smoothSolver	2.38662540e-02	1.81447210e-04	7	1.02456130e-02	6.10455090e-05	7	false	GAMG	3.69264230e-03	2.17158780e-05	5	true
9               	smoothSolver	2.08294250e-02	1.62945660e-04	7	9.52332850e-03	5.91817850e-05	7	false	GAMG	2.94305380e-03	1.91804910e-05	5	true
10              	smoothSolver	1.85753160e-02	1.47892110e-04	7	8.89695000e-03	5.76322050e-05	7	false	GAMG	2.46166200e-03	1.71420340e-05	5	true
11              	smoothSolver	1.67068780e-02	1.35115060e-04	7	8.40558440e-03	5.61907150e-05	7	false	GAMG	2.15086560e-03	1.53875940e-05	5	true
12              	smoothSolver	1.51445100e-02	1.24556610e-04	7	7.97987560e-03	5.48942560e-05	7	false	GAMG	1.93084610e-03	1.39042850e-05	5	true
13              	smoothSolver	1.38865650e-02	1.15565150e-04	7	7.59759980e-03	5.37338100e-05	7	false	GAMG	1.74924440e-03	1.26626900e-05	5	true
14              	smoothSolver	1.28252320e-02	1.07800160e-04	7	7.29268270e-03	5.26141120e-05	7	false	GAMG	1.58732830e-03	1.16175330e-05	5	true
15              	smoothSolver	1.18934350e-02	1.00884700e-04	7	7.00415140e-03	5.15770560e-05	7	false	GAMG	1.44600040e-03	1.07174000e-05	5	true
16              	smoothSolver	1.10633490e-02	9.47704860e-05	7	6.74454950e-03	5.06426810e-05	7	false	GAMG	1.32971910e-03	9.93069040e-06	5	true
