# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1               	smoothSolver	1.00000000e+00	9.44980660e-03	5	1.78312540e-05	9.87279940e-08	4	false	GAMG	9.99999990e-01	3.13900560e-03	6	true
2               	smoothSolver	2.45178080e-01	1.44957080e-03	7	2.93909200e-01	2.26507100e-03	7	false	GAMG	6.88832310e-04	6.34355110e-06	4	true
3               	smoothSolver	1.23396820e-01	8.17108480e-04	7	1.51369260e-01	1.23572740e-03	7	false	GAMG	4.31803030e-04	2.20051400e-06	5	true
4               	smoothSolver	7.70927410e-02	5.55472200e-04	7	9.36347510e-02	8.08201570e-04	7	false	GAMG	3.26989450e-04	1.65828560e-06	5	true
5               	smoothSolver	5.45990240e-02	4.22257620e-04	7	6.58571170e-02	5.92620200e-04	7	false	GAMG	2.69668830e-04	1.27428620e-06	5	true
6               	smoothSolver	4.19105150e-02	3.42113840e-04	7	5.00802990e-02	4.65697750e-04	7	false	GAMG	2.32287450e-04	1.00437880e-06	5	true
7               	smoothSolver	3.38349600e-02	2.88522300e-04	7	4.01193730e-02	3.82828610e-04	7	false	GAMG	2.00686650e-04	1.89565150e-06	4	true
8               	smoothSolver	2.84600470e-02	2.49411960e-04	7	3.33288950e-02	3.24567830e-04	7	false	GAMG	1.74334990e-04	1.57666540e-06	4	true
9               	smoothSolver	2.44486330e-02	2.20728690e-04	7	2.84205700e-02	2.81305050e-04	7	false	GAMG	1.52366460e-04	1.34549580e-06	4	true
10              	smoothSolver	2.15166260e-02	1.98027420e-04	7	2.47170620e-02	1.27451710e-04	8	false	GAMG	1.36779260e-04	1.17399610e-06	4	true
11              	smoothSolver	1.91476010e-02	1.78916550e-04	7	2.17482760e-02	1.13539870e-04	8	false	GAMG	1.18746790e-04	1.03937080e-06	4	true
12              	smoothSolver	1.71843480e-02	1.62849580e-04	7	1.94267800e-02	1.02476470e-04	8	false	GAMG	1.05627850e-04	9.31610730e-07	4	true
13              	smoothSolver	1.55648280e-02	1.49689110e-04	7	1.75233660e-02	9.32539290e-05	8	false	GAMG	9.47093170e-05	8.43751480e-07	4	true
14              	smoothSolver	1.42889070e-02	1.38436560e-04	7	1.59317370e-02	8.54289050e-05	8	false	GAMG	8.55934240e-05	7.66963720e-07	4	true
15              	smoothSolver	1.31791420e-02	1.28820850e-04	7	1.45826170e-02	7.87082000e-05	8	false	GAMG	7.76509690e-05	7.02195510e-07	4	true
16              	smoothSolver	1.22022350e-02	1.20255270e-04	7	1.34232730e-02	7.28679320e-05	8	false	GAMG	7.10136810e-05	6.45902830e-07	4	true
